user_id,subscription_id,active_days,courses_seen,materials_seen,favorite_category
156,c0ecdaaa-5179-4a92-bd1c-10bbf6464716,4,1,5,Computer Science
157,cdb3e79d-26c5-4995-8c90-1df154936fcc,6,1,16,English
158,d2f68cf1-c35d-4d9e-9e8d-7bf140c26dfd,7,1,4,Computer Science
159,f3425fbb-bf46-4e5d-8f52-3b24266c9827,15,3,30,Computer Science
160,53c9e44a-3ffc-48f4-bb52-8b009c0302bd,7,1,6,English
161,dfcb49ea-94a4-487e-9236-9988645cc1ff,10,2,23,Computer Science
162,fab61351-c4b1-4112-b33e-efa4d29f786b,11,2,28,Computer Science
163,43194b1e-5e50-4412-b1f3-4cbb34da711d,9,2,23,Marketing
164,a0ec8b30-edb9-46a7-8e55-7eb370250422,7,1,8,Computer Science
165,8bc6100d-5e2c-4097-ad97-ae10e2d5ce07,7,1,3,Computer Science
166,6baa505c-ea5b-42d5-99b3-b71c0b318ebe,4,1,18,Computer Science
167,14819717-517c-4722-8b79-46ed01460003,4,1,8,English
168,9bb60f89-7dfe-4713-a190-79c256b6cd73,7,1,15,Marketing
169,701a2d59-cfc2-43f4-a214-3da47f4e54f3,8,2,12,English
170,916cf96e-8cad-42d7-b346-511580a42760,11,2,20,Computer Science
171,d3c76171-8774-4985-b699-da4435f847fa,7,1,8,Marketing
172,8b09e02a-c854-446f-8f94-04ac081eb491,3,1,2,Computer Science
173,5826cbdb-a5d8-4aa7-bf6a-cc9637305152,11,2,16,English
174,25c888ee-1749-4a93-b70c-ca03e66717d1,7,1,18,Computer Science
175,6f3d59a1-06ce-4409-81f9-d5966c6966bb,15,3,37,Computer Science
176,f5056ec7-010f-4f39-beb8-a3499c63f509,11,2,28,Computer Science
177,a8cbc697-4d56-4c94-8fcc-14be6dd3f98d,5,1,8,English
178,e76aed1c-17c2-4229-aa00-f74773fd91bc,4,1,3,English
179,ba8d1bcd-a358-478e-ad89-420467301c2f,17,3,31,Computer Science
180,16d56e1d-0f28-43eb-a00b-b2b472ff6059,7,1,10,Computer Science
181,626b00e4-326b-4017-bc13-577ee723e24f,10,2,24,Marketing
182,1212bf5b-99c7-486d-8274-4d1a1f96b75b,8,2,17,English
183,81da4259-afc7-4448-aef9-e3a24ed52763,9,2,22,Marketing
184,030eaf88-f3c4-42d6-b970-2781c5ce0c03,12,2,27,Computer Science
185,a1b4b531-66f5-4062-ab31-17acc69ed4fe,17,3,28,Marketing
186,6f9e92dd-4062-4f02-abb6-a24c5cc4c20f,6,1,5,English
187,511bc6fb-8c8c-4dcd-a108-59f16cbedfd2,5,1,7,Computer Science
188,8baca839-5ff6-41cd-bd2c-b403bde0a69e,3,1,11,Computer Science
189,37bcdc70-05f1-4649-aa21-63dd845e0a51,3,1,9,Computer Science
190,7f5c72f0-d390-44c1-826d-949667877712,4,1,8,English
191,0d22d15a-b23c-4a03-b550-a7ba5e4c8999,15,3,23,Computer Science
192,d4e9aa10-bf99-4fa8-8bee-fae801d879b9,6,1,8,English
193,9247b7bc-f892-48a0-8fa8-1486e33ee6e4,3,1,14,Marketing
194,91a6e540-bcfb-455c-acc4-57978a3a06b4,6,1,7,Computer Science
195,b949a69f-627e-4bf4-9824-ce5068d8f4e7,7,1,13,Computer Science
196,97e09bb2-e041-4a07-9ef7-4a5da0a755af,4,1,10,Computer Science
197,f8bdda87-8faa-47f4-8f1e-631620c7caf9,8,2,20,Marketing
198,d1e30a02-487b-4bda-b0ba-841e6b1bf148,16,3,22,Computer Science
199,eed1745f-7275-4558-861b-d79297700a7f,8,2,25,Computer Science
200,407e32c2-05a0-4e8f-82d6-3b89b15ea1b9,8,2,16,Computer Science
201,f7a9b825-854c-424c-89d6-d64bbb2348d0,14,3,33,Computer Science
202,9888d475-f7d3-4457-b1e1-90a981abf057,16,3,38,Computer Science
203,a53565e4-46fa-440e-9b6a-eec9b01e373e,9,2,16,Computer Science
204,5957cead-346d-47a5-a38e-2b04b6fd280a,8,2,17,Marketing
205,350013b6-4c53-4c71-91a2-92da8245a4cc,7,1,7,English
206,d05a9396-6741-4c25-a5bb-b3e8c9ebf939,7,1,12,Marketing
207,c074e095-1f66-469d-9ca8-3de637799c72,16,3,37,English
208,e8c675d7-328d-4eab-b4a8-aba18417d943,7,1,7,Marketing
209,42866247-dde2-4d05-9fd7-ebc67708f1ca,8,2,15,Marketing
210,dafaeb21-bc24-4b9f-bba6-12a509067e67,2,0,1,English
211,d17b3099-f0ad-45a8-8ca1-87f1bf6df64e,4,1,14,Computer Science
212,4ccf2131-1f7e-49bb-99f9-aae93481cf76,9,2,16,Computer Science
213,7cd7893e-f326-48a0-a6d7-3110c67a0a8b,9,2,23,Computer Science
214,e30ea7ee-eaf0-432d-baf4-c49e8f14c5c4,5,1,13,English
215,021f90b3-9fe8-4722-843e-da1b95b8e7ce,5,1,13,Marketing
216,2df37543-0c2b-47de-8e2d-076e61dc78df,9,2,26,Marketing
217,5d632afb-9618-41c7-81ab-0185bc1b6b91,7,1,2,English
218,7545bc06-7cd8-475d-8ce8-229deaf84e18,5,1,5,Computer Science
219,50572275-76b9-4cdd-9b93-fd0fe6fd7c4b,4,1,2,Marketing
220,4471159e-f99b-4e77-a174-3d5ada391573,16,3,34,Computer Science
221,c88959cd-a272-4b9d-b695-f68a9e6c757a,8,2,26,Computer Science
222,f6baa797-c036-4e03-b70d-9701ce47b189,6,1,15,Marketing
223,560177c3-9eda-4e9e-85de-69515d85aea7,8,2,27,Computer Science
224,04950145-5112-47ad-88f1-2a04076f804b,9,2,27,Computer Science
225,bf2ee2e0-c343-433e-8879-4d7228b092fe,11,2,24,Computer Science
226,e75d694d-68fb-4866-9156-eec8f14d6b4e,7,1,10,English
227,5513b4a1-37db-41d0-b4ef-373c89ab29e8,9,2,24,English
228,794f7bcd-6796-4829-a54d-2acbe555f4ea,12,2,18,Computer Science
229,8f17d14b-de75-4c8f-8298-448895da4f24,9,2,22,English
230,9fc550b2-c816-478d-be56-89a12a682bbd,8,2,19,Computer Science
231,aba77509-b779-44e3-a207-f7da98dc10d1,8,2,14,English
232,d8b8fa51-74c4-494a-8609-3fb7d888048c,5,1,9,Computer Science
233,3408c646-e495-4e1b-aa57-205a91fd12f5,11,2,24,Computer Science
234,598977ad-51b2-41e0-b8e1-cccc3672c4f8,15,3,27,Computer Science
235,7369f846-d7fc-4765-8ed4-ee7fddb65f6a,6,1,16,English
236,0d787449-c540-46d7-8a3e-26680b950836,7,1,12,Computer Science
237,f4fcf8dc-c9ea-4d61-987e-1ccffdda49cb,8,2,21,English
238,f791123f-62ce-477e-b663-c6d8e8d6c549,6,1,7,English
239,6ea687cd-b041-4aee-9ae0-be17aed23517,10,2,12,Computer Science
240,075c3f9a-b7b4-4deb-be2a-afb732a62b45,2,0,1,Marketing
241,c69e5fe0-b3fa-4d45-bfe8-13705473bbfd,4,1,18,English
242,c18e1071-a2cf-4e9d-97bd-145658077f0a,6,1,18,Marketing
243,c3b6c18e-9085-4aa2-8840-36ab9767d69b,8,2,14,Computer Science
244,0c8734d1-554a-4933-86a8-4ff7cf55a3f6,11,2,13,Computer Science
245,58add247-2d93-45be-b34d-aac9d6018e80,2,0,1,Computer Science
246,7a06d41f-a78b-495b-993a-ed397b117e2f,10,2,21,Computer Science
247,8abb5ead-e43c-4c51-8e44-749f2b65a59a,9,2,25,Marketing
248,a799de23-6849-4b01-9c49-8e64b0dfc2d8,13,3,33,Marketing
249,ca30ef82-4d31-4c3e-b3d6-66e449d8d7a6,3,1,13,Marketing
250,592eb9ba-ce3b-498b-8ff2-a186c773edfe,5,1,13,Marketing
251,5e54b1cc-9818-48b2-9d7c-0330901f1538,18,4,32,Computer Science
252,3d5db652-8b6d-4a44-8d96-e4a54bd4b9c9,2,0,1,Marketing
253,4f083dc6-56a9-46d5-a354-8efd399b2981,5,1,11,Marketing
254,2e163c14-a132-4b83-aa84-c2c6764360b0,6,1,7,English
255,11384412-d5bf-46cb-8a1b-eb18c6b900d2,9,2,23,Computer Science
256,57243205-09fa-431b-adb0-068f89ff5437,11,2,28,Computer Science
257,f31defc2-8b26-4310-8b5b-41382b658879,15,3,36,English
258,ed691e3c-025f-4df6-9db5-a1deb248da64,9,2,15,Marketing
259,5912b7ca-8d85-4361-a067-266002c5691a,6,1,18,Marketing
260,b4ac7bfb-ad2f-4f9f-9656-a9e656e6d6ea,3,1,7,Marketing
261,606faaed-e628-4ef5-9fce-03a87871eae0,16,3,26,English
262,5bfd2e3b-e388-494d-b938-014cf462bf1f,8,2,28,Marketing
263,d6a0e1d1-f702-4eda-8127-b1580d35ced6,9,2,24,Computer Science
264,8a6a4778-f618-45ec-9a0d-1d3dbace6d26,7,1,12,Computer Science
265,f0b7d257-d6c7-447b-aea2-56819bac1ee6,13,3,30,English
266,139f5583-dce7-48a5-a74d-956b1b7c1c25,7,1,16,Marketing
267,584821b2-e599-490b-8206-2751d8ee06f6,6,1,4,English
,eb86df41-a5b2-47e4-9092-503752f44bf5,10,2,26,Computer Science
269,7ca83313-fee9-4188-8edc-21f7309ffcdb,7,1,12,Marketing
270,64665a2d-1552-4bb1-9316-ab9cf60516f4,2,0,1,Computer Science
271,574f0278-bf5a-4db6-8486-64765b579bc4,6,1,14,Computer Science
272,53f9cadb-9346-4a9d-a0f9-4af473e3271e,12,2,14,Computer Science
273,4ed05a98-9f66-4153-915e-ee33259ac36d,5,1,7,Marketing
274,ed86bcaa-bbab-4b3f-af3b-cfbb1c01aefb,9,2,13,English
275,d46eafa9-e1e8-4396-81bb-33d4e03b9560,9,2,20,Marketing
,77676976-87e3-4f69-a843-f0e77ece66db,8,2,13,English
277,18d2c35c-cf4a-42a2-ba2d-133a2fa33250,3,1,13,Computer Science
278,1286270e-f29f-4e95-b748-f60b606160ad,6,1,11,English
279,a2b0cf15-6e1b-47ee-86e9-6bb47493ea9e,13,3,34,Computer Science
280,d465e4c9-e829-4857-a2b2-c33f57cd2d71,4,1,8,English
281,f2cdce71-49c1-4e71-93bd-81891ba48b94,11,2,13,Computer Science
282,b6e23043-6580-494e-a4b9-8eb312138fec,1,0,1,Computer Science
283,9bcf302f-6f41-4813-881b-a5b3f2874427,6,1,16,Computer Science
284,c05ce1b9-014c-4ccd-b6a4-496c40b37d2e,12,2,24,Marketing
285,c09f82ef-f33a-43e0-9f54-9e0075f98b3e,4,1,4,Computer Science
286,71059e9e-c0e5-450f-8802-4d7beb708129,2,0,1,Marketing
287,5e513aff-0bc8-4bae-aff4-73af6919b752,3,1,2,Marketing
288,f0519d96-c851-4746-99e8-a5e7203c69d3,8,2,22,Marketing
289,db1f840d-f5c9-48ab-bdf2-76e1b375db09,9,2,24,Marketing
290,3feaaeae-45dd-45e3-ad09-8e332e5d3673,9,2,16,Computer Science
291,b6ba1b51-d9de-420e-96d8-65b86687cf51,5,1,7,Computer Science
292,574a7368-f694-46d7-924c-35ee81ed0659,5,1,15,Computer Science
293,d66bfa6b-0a97-4259-92ca-f796a8463257,6,1,3,Computer Science
294,d6e0a8a2-6008-476a-a84c-47fb80d922c7,4,1,16,Marketing
295,3be9705d-6bb1-4ca3-a14a-7cf46ebf02ad,8,2,23,Computer Science
296,9815f936-3e91-4852-9937-14f41fba2a89,13,3,32,Computer Science
297,d879aa1d-205e-426b-8680-c5a55fc21d60,5,1,6,Computer Science
298,546478d8-8b8d-48a7-871d-630fae2f2018,9,2,16,Computer Science
299,aad847d6-b707-4d5e-8d90-8bf16f3d533f,14,3,38,Marketing
300,386fa5c7-aec2-485c-a50c-a5bbf1a100e2,12,2,25,Computer Science
301,700f685c-25ba-4e22-8061-ac1f6e5c02ed,6,1,18,Computer Science
302,bb2a0d93-a8b1-4c7e-a456-c8f0bb84dc29,5,1,6,Computer Science
303,d8ee2437-2461-42e6-85b5-db7fdcbc3a09,8,2,13,English
304,ff65051c-c80d-4df9-a242-a364659a1729,15,3,30,Computer Science
305,cec59a73-a7a7-4e65-894c-f87f45424585,13,3,23,Computer Science
306,9d585357-0eed-4924-a95f-b7cf9ba70eda,3,1,4,Computer Science
307,12c008dd-ba43-415b-bf88-cf7d37316b7d,9,2,25,Marketing
308,4085eb09-633b-4290-9588-5300392ddc8b,4,1,17,Computer Science
309,145a8da8-11fb-4538-8fff-211e2e64e212,6,1,14,Marketing
310,8bccbee6-f967-42d9-9140-521db9570b4d,5,1,11,English
311,23690525-2713-4dc9-a71e-acd00c849944,10,2,28,Marketing
312,6314ebf9-2950-4b00-9bb7-5e6621aa830a,3,1,7,English
313,b9bfc369-3f69-4e2e-b30e-91fd0840e090,6,1,5,Marketing
314,c56be272-09cd-4c50-ad0d-31372cdc1739,2,0,1,English
315,f1698a6f-f300-40d3-a955-d6f2c93d69cd,13,3,31,Computer Science
316,855d6339-adfa-4eac-b433-be4931531dc7,10,2,12,Computer Science
317,5e95743f-55df-48ab-832a-bf7593fe9f4e,8,2,17,Computer Science
318,5e52560f-288b-432a-990d-eca3ea26eaee,11,2,24,Computer Science
319,30756553-945f-443f-b2c1-a55c4faf4803,19,4,44,Computer Science
320,d0e0a074-b8a6-4b15-9d73-57ab405e7e15,10,2,24,Computer Science
321,69cd2d8e-0d3c-42d3-bd23-b1ac1fe466f4,7,1,16,Marketing
322,7e8cc4b9-068d-4702-88af-5a494cdffaa6,3,1,14,Computer Science
323,3e7a66bc-613d-48b9-9c54-0c7724b50b4c,11,2,25,Computer Science
324,4dc921aa-4987-4d3a-8eed-1ee04c30a0c6,5,1,13,Marketing
325,664a4fc3-0ec1-4e36-ac65-11da741fd68d,17,3,31,Marketing
326,c14dca2d-eeae-4101-b41d-9b82f9438ebb,12,2,21,English
327,3e1a2915-be25-467d-91de-2abef285cdc0,6,1,18,English
328,e81c0a2e-615c-43c1-a593-71f0ddc3f48a,10,2,17,English
329,832b6de5-172c-4187-9f31-a961c46aae3f,7,1,2,Marketing
330,d1076b2a-b929-42a8-9b4f-8af0d34f081e,4,1,12,English
331,2eae6b8d-c241-4fec-8028-038214cf73b2,13,3,23,Computer Science
332,272448d4-f712-4a7c-a22e-35133d33a60c,4,1,18,English
333,92b87e3e-fa91-4519-95da-ac477dbcb77e,10,2,19,English
334,699138e0-77ae-4360-8388-6b7776e9fa61,4,1,2,Marketing
335,a5908c64-a989-4afa-9935-bfd3c048cbb1,9,2,19,English
336,79185f8e-ec6f-443f-9700-24b1ed3b999b,12,2,26,Computer Science
337,342520e2-7997-4e0a-bb97-4bbeb2fabad9,8,2,22,Computer Science
338,b00c0880-b194-43c1-829d-0ea840f4da58,6,1,13,Computer Science
339,a4ee1305-fbc6-4bdd-8ddd-80c5b7fa7b6d,5,1,14,English
340,69cfa4d4-3dba-4ed7-a257-00ccdc84c93a,12,2,13,Computer Science
341,c37954c8-033e-4f86-8b41-a761f0a96b16,12,2,26,Computer Science
342,53bad025-2e21-4414-b5d5-9156a29a282a,8,2,15,Marketing
343,662d5ca5-5c1d-41c6-9ff8-8c3ff4fa365c,5,1,12,Marketing
344,54d030cb-83d1-4c76-9f30-24c144d7998a,20,4,40,Computer Science
345,badfa793-c9da-4efb-b6b4-e625fff77d8a,11,2,24,Computer Science
346,14117765-f265-4449-a487-10e3c2f5ba66,7,1,18,Marketing
347,92189f51-e98f-46be-a65d-120ce16d2c94,7,1,3,Computer Science
348,63987911-6ea4-4a43-954b-a08ca756d45b,13,3,36,Computer Science
