user_id,med_active_days,avg_active_days,med_courses_seen,avg_courses_seen,med_materials_seen,avg_materials_seen,favorite_category,subscription_number,renewed,age,is_working
9947,2,2.0,0,0.0,1,1.0,English,1,0,39,0
172,3,3.0,1,1.0,2,2.0,Computer Science,1,0,26,0
287,3,3.0,1,1.0,2,2.0,Marketing,1,0,18,0
457,3,3.0,1,1.0,2,2.0,English,1,0,29,1
501,3,3.0,1,1.0,2,2.0,Marketing,1,0,29,1
535,3,3.0,1,1.0,2,2.0,Marketing,1,0,38,0
877,3,3.0,1,1.0,2,2.0,English,1,0,36,0
1223,3,3.0,1,1.0,2,2.0,English,1,0,35,1
1447,3,3.0,1,1.0,2,2.0,Marketing,1,0,40,0
1882,3,3.0,1,1.0,2,2.0,Marketing,1,0,32,0
2218,3,3.0,1,1.0,2,2.0,Computer Science,1,0,19,1
2328,3,3.0,1,1.0,2,2.0,Computer Science,1,0,18,0
3656,3,3.0,1,1.0,2,2.0,Computer Science,1,0,38,1
3748,3,3.0,1,1.0,2,2.0,Computer Science,1,0,23,0
3912,3,3.0,1,1.0,2,2.0,Computer Science,1,0,18,1
4042,3,3.0,1,1.0,2,2.0,Marketing,1,0,29,1
4272,3,3.0,1,1.0,2,2.0,English,1,0,31,1
4836,3,3.0,1,1.0,2,2.0,Computer Science,1,0,30,1
5850,3,3.0,1,1.0,2,2.0,Computer Science,1,0,30,1
6127,3,3.0,1,1.0,2,2.0,Marketing,1,0,50,1
6200,3,3.0,1,1.0,2,2.0,English,1,0,29,1
6651,3,3.0,1,1.0,2,2.0,Computer Science,1,0,31,0
7022,3,3.0,1,1.0,2,2.0,English,1,0,37,1
7818,3,3.0,1,1.0,2,2.0,Computer Science,1,0,31,0
8159,3,3.0,1,1.0,2,2.0,English,1,0,24,1
8183,3,3.0,1,1.0,2,2.0,Marketing,1,0,34,1
8403,3,3.0,1,1.0,2,2.0,Computer Science,1,0,44,0
9358,3,3.0,1,1.0,2,2.0,Computer Science,1,0,38,1
334,4,4.0,1,1.0,2,2.0,Marketing,1,0,41,0
1245,4,4.0,1,1.0,2,2.0,English,1,0,18,1
1582,4,4.0,1,1.0,2,2.0,Computer Science,1,0,42,0
1600,4,4.0,1,1.0,2,2.0,Computer Science,1,0,30,1
1706,4,4.0,1,1.0,2,2.0,Computer Science,1,0,18,1
1925,4,4.0,1,1.0,2,2.0,Computer Science,1,0,33,0
5400,4,4.0,1,1.0,2,2.0,Computer Science,1,0,18,1
6396,4,4.0,1,1.0,2,2.0,Marketing,1,0,39,1
6924,4,4.0,1,1.0,2,2.0,English,1,0,37,1
7226,4,4.0,1,1.0,2,2.0,Marketing,1,0,19,1
7841,4,4.0,1,1.0,2,2.0,English,1,0,29,0
7966,4,4.0,1,1.0,2,2.0,Computer Science,1,0,33,1
8434,4,4.0,1,1.0,2,2.0,Computer Science,1,0,18,1
8585,4,4.0,1,1.0,2,2.0,English,1,0,33,1
9180,4,4.0,1,1.0,2,2.0,Marketing,1,0,18,1
9972,4,4.0,1,1.0,2,2.0,English,1,0,42,0
12,5,5.0,1,1.0,2,2.0,Marketing,1,0,45,1
696,5,5.0,1,1.0,2,2.0,Marketing,1,0,36,0
900,5,5.0,1,1.0,2,2.0,Computer Science,1,0,18,0
996,5,5.0,1,1.0,2,2.0,Computer Science,1,0,29,1
2466,5,5.0,1,1.0,2,2.0,Marketing,1,0,39,0
2946,5,5.0,1,1.0,2,2.0,Computer Science,1,0,32,1
3085,5,5.0,1,1.0,2,2.0,Computer Science,1,0,34,1
3457,5,5.0,1,1.0,2,2.0,Marketing,1,0,44,1
4124,5,5.0,1,1.0,2,2.0,Computer Science,1,0,28,1
4506,5,5.0,1,1.0,2,2.0,Computer Science,1,0,31,1
4582,5,5.0,1,1.0,2,2.0,Computer Science,1,0,30,0
4801,5,5.0,1,1.0,2,2.0,Marketing,1,0,39,1
4901,5,5.0,1,1.0,2,2.0,English,1,0,27,1
5319,5,5.0,1,1.0,2,2.0,Marketing,1,0,18,1
5531,5,5.0,1,1.0,2,2.0,Marketing,1,0,30,0
6599,5,5.0,1,1.0,2,2.0,Computer Science,1,0,18,1
6667,5,5.0,1,1.0,2,2.0,English,1,0,18,0
6743,5,5.0,1,1.0,2,2.0,Computer Science,1,0,27,0
7041,5,5.0,1,1.0,2,2.0,Computer Science,1,0,37,1
9342,5,5.0,1,1.0,2,2.0,English,1,0,20,1
9388,5,5.0,1,1.0,2,2.0,Computer Science,1,0,18,0
28,6,6.0,1,1.0,2,2.0,Computer Science,1,0,34,0
399,6,6.0,1,1.0,2,2.0,English,1,0,32,0
1327,6,6.0,1,1.0,2,2.0,English,1,0,38,0
1667,6,6.0,1,1.0,2,2.0,Marketing,1,0,31,0
1799,6,6.0,1,1.0,2,2.0,Marketing,1,0,45,0
2121,6,6.0,1,1.0,2,2.0,English,1,0,38,1
2944,6,6.0,1,1.0,2,2.0,Marketing,1,0,26,1
3246,6,6.0,1,1.0,2,2.0,English,1,0,38,0
3280,6,6.0,1,1.0,2,2.0,Computer Science,1,0,18,1
3714,6,6.0,1,1.0,2,2.0,Marketing,1,0,43,1
4935,6,6.0,1,1.0,2,2.0,English,1,0,43,1
4976,6,6.0,1,1.0,2,2.0,English,1,0,31,1
5123,6,6.0,1,1.0,2,2.0,Marketing,1,0,38,0
5264,6,6.0,1,1.0,2,2.0,English,1,0,38,0
5344,6,6.0,1,1.0,2,2.0,English,1,0,44,0
5390,6,6.0,1,1.0,2,2.0,Marketing,1,0,23,1
5634,6,6.0,1,1.0,2,2.0,Computer Science,1,0,36,1
5894,6,6.0,1,1.0,2,2.0,English,1,0,21,1
6564,6,6.0,1,1.0,2,2.0,English,1,0,44,1
6694,6,6.0,1,1.0,2,2.0,English,1,0,28,0
6731,6,6.0,1,1.0,2,2.0,Computer Science,1,0,24,0
6748,6,6.0,1,1.0,2,2.0,Computer Science,1,0,19,0
7104,6,6.0,1,1.0,2,2.0,Computer Science,1,0,28,0
7105,6,6.0,1,1.0,2,2.0,English,1,0,26,1
7131,6,6.0,1,1.0,2,2.0,English,1,0,26,1
7848,6,6.0,1,1.0,2,2.0,English,1,0,30,0
8408,6,6.0,1,1.0,2,2.0,Computer Science,1,0,43,1
8540,6,6.0,1,1.0,2,2.0,Marketing,1,0,37,1
8820,6,6.0,1,1.0,2,2.0,Computer Science,1,0,29,1
9589,6,6.0,1,1.0,2,2.0,English,1,0,18,1
9677,6,6.0,1,1.0,2,2.0,English,1,0,25,0
9841,6,6.0,1,1.0,2,2.0,English,1,0,45,1
150,7,7.0,1,1.0,2,2.0,Marketing,1,0,22,0
217,7,7.0,1,1.0,2,2.0,English,1,0,29,0
1170,7,7.0,1,1.0,2,2.0,Marketing,1,0,28,1
1359,7,7.0,1,1.0,2,2.0,Marketing,1,0,30,0
1699,7,7.0,1,1.0,2,2.0,Computer Science,1,0,28,1
1779,7,7.0,1,1.0,2,2.0,English,1,0,20,1
2231,7,7.0,1,1.0,2,2.0,English,1,0,31,1
2289,7,7.0,1,1.0,2,2.0,Marketing,1,0,19,1
2417,7,7.0,1,1.0,2,2.0,Marketing,1,0,31,0
4765,7,7.0,1,1.0,2,2.0,Marketing,1,0,43,0
5834,7,7.0,1,1.0,2,2.0,Marketing,1,0,34,0
5955,7,7.0,1,1.0,2,2.0,Marketing,1,0,37,1
6159,7,7.0,1,1.0,2,2.0,Marketing,1,0,24,0
6823,7,7.0,1,1.0,2,2.0,Marketing,1,0,34,0
6835,7,7.0,1,1.0,2,2.0,Marketing,1,0,42,1
7223,7,7.0,1,1.0,2,2.0,Marketing,1,0,20,1
7588,7,7.0,1,1.0,2,2.0,Marketing,1,0,29,1
7592,7,7.0,1,1.0,2,2.0,English,1,0,34,0
7659,7,7.0,1,1.0,2,2.0,English,1,0,33,1
9108,7,7.0,1,1.0,2,2.0,Marketing,1,0,28,0
9257,7,7.0,1,1.0,2,2.0,Marketing,1,0,23,0
9682,7,7.0,1,1.0,2,2.0,Marketing,1,0,26,1
14,3,3.0,1,1.0,3,3.0,Marketing,1,0,23,0
50,3,3.0,1,1.0,3,3.0,English,1,0,36,1
77,3,3.0,1,1.0,3,3.0,Computer Science,1,0,28,0
880,3,3.0,1,1.0,3,3.0,English,1,0,25,1
1388,3,3.0,1,1.0,3,3.0,Marketing,1,0,21,1
2019,3,3.0,1,1.0,3,3.0,English,1,0,27,1
2155,3,3.0,1,1.0,3,3.0,Marketing,1,0,25,0
2725,3,3.0,1,1.0,3,3.0,English,1,0,38,0
2770,3,3.0,1,1.0,3,3.0,English,1,0,22,1
3210,3,3.0,1,1.0,3,3.0,Marketing,1,0,19,1
3345,3,3.0,1,1.0,3,3.0,Computer Science,1,0,24,1
3920,3,3.0,1,1.0,3,3.0,Marketing,1,0,23,0
4312,3,3.0,1,1.0,3,3.0,English,1,0,44,1
4420,3,3.0,1,1.0,3,3.0,Computer Science,1,0,20,1
4608,3,3.0,1,1.0,3,3.0,Marketing,1,0,29,1
4747,3,3.0,1,1.0,3,3.0,Marketing,1,0,53,1
5389,3,3.0,1,1.0,3,3.0,Computer Science,1,0,21,1
5397,3,3.0,1,1.0,3,3.0,Marketing,1,0,19,1
6012,3,3.0,1,1.0,3,3.0,Computer Science,1,0,18,1
6221,3,3.0,1,1.0,3,3.0,Computer Science,1,0,44,0
6253,3,3.0,1,1.0,3,3.0,Computer Science,1,0,18,0
7121,3,3.0,1,1.0,3,3.0,English,1,0,52,0
7724,3,3.0,1,1.0,3,3.0,English,1,0,29,0
8157,3,3.0,1,1.0,3,3.0,Marketing,1,0,18,0
8240,3,3.0,1,1.0,3,3.0,Computer Science,1,0,25,1
8816,3,3.0,1,1.0,3,3.0,English,1,0,24,1
9297,3,3.0,1,1.0,3,3.0,English,1,0,30,0
2471,4,4.0,1,1.0,3,3.0,English,1,0,18,0
2784,4,4.0,1,1.0,3,3.0,English,1,0,33,0
3399,4,4.0,1,1.0,3,3.0,Computer Science,1,0,27,1
3843,4,4.0,1,1.0,3,3.0,Marketing,1,0,18,1
4115,4,4.0,1,1.0,3,3.0,Computer Science,1,0,33,0
5013,4,4.0,1,1.0,3,3.0,Computer Science,1,0,25,1
5042,4,4.0,1,1.0,3,3.0,Marketing,1,0,37,1
5882,4,4.0,1,1.0,3,3.0,Computer Science,1,0,22,0
5921,4,4.0,1,1.0,3,3.0,Marketing,1,0,25,0
7146,4,4.0,1,1.0,3,3.0,English,1,0,25,1
7394,4,4.0,1,1.0,3,3.0,English,1,0,37,1
7444,4,4.0,1,1.0,3,3.0,English,1,0,22,0
8344,4,4.0,1,1.0,3,3.0,Computer Science,1,0,21,0
9190,4,4.0,1,1.0,3,3.0,Computer Science,1,0,33,0
487,5,5.0,1,1.0,3,3.0,Marketing,1,0,25,1
1022,5,5.0,1,1.0,3,3.0,English,1,0,32,0
1426,5,5.0,1,1.0,3,3.0,Marketing,1,0,31,1
1753,5,5.0,1,1.0,3,3.0,Marketing,1,0,45,0
1822,5,5.0,1,1.0,3,3.0,Marketing,1,0,32,1
2712,5,5.0,1,1.0,3,3.0,Computer Science,1,0,36,1
2880,5,5.0,1,1.0,3,3.0,Marketing,1,0,20,1
2947,5,5.0,1,1.0,3,3.0,English,1,0,35,0
3058,5,5.0,1,1.0,3,3.0,Computer Science,1,0,21,1
3371,5,5.0,1,1.0,3,3.0,English,1,0,44,1
3420,5,5.0,1,1.0,3,3.0,Computer Science,1,0,21,1
4117,5,5.0,1,1.0,3,3.0,English,1,0,18,1
4218,5,5.0,1,1.0,3,3.0,Marketing,1,0,39,1
4852,5,5.0,1,1.0,3,3.0,Computer Science,1,0,46,0
5131,5,5.0,1,1.0,3,3.0,Marketing,1,0,30,1
5318,5,5.0,1,1.0,3,3.0,English,1,0,34,0
5506,5,5.0,1,1.0,3,3.0,Computer Science,1,0,21,1
5633,5,5.0,1,1.0,3,3.0,Marketing,1,0,52,1
